Site Name ,PAR SENSOR
Site Number ,1
Logger ,Integrating Light Sensor
Logger Serial Number ,15686


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

2154,14/06/2023 , 04:00:00,0,0
2155,14/06/2023 , 04:10:00,0,0
2156,14/06/2023 , 04:20:00,0,0
2157,14/06/2023 , 04:30:00,0,0
2158,14/06/2023 , 04:40:00,0,0
2159,14/06/2023 , 04:50:00,0,0
2160,14/06/2023 , 05:00:00,0,0
2161,14/06/2023 , 05:10:00,0,0
2162,14/06/2023 , 05:20:00,0,0
2163,14/06/2023 , 05:30:00,0,0
2164,14/06/2023 , 05:40:00,0,0
2165,14/06/2023 , 05:50:00,0,0
2166,14/06/2023 , 06:00:00,0,0
2167,14/06/2023 , 06:10:00,10,10.73
2168,14/06/2023 , 06:20:00,35,37.57
2169,14/06/2023 , 06:30:00,83,89.09
2170,14/06/2023 , 06:40:00,116,124.52
2171,14/06/2023 , 06:50:00,305,327.4
2172,14/06/2023 , 07:00:00,646,693.43
2173,14/06/2023 , 07:10:00,716,768.57
2174,14/06/2023 , 07:20:00,397,426.15
2175,14/06/2023 , 07:30:00,193,207.17
2176,14/06/2023 , 07:40:00,139,149.21
2177,14/06/2023 , 07:50:00,244,261.92
2178,14/06/2023 , 08:00:00,447,479.82
2179,14/06/2023 , 08:10:00,623,668.74
2180,14/06/2023 , 08:20:00,1667,1789.4
2181,14/06/2023 , 08:30:00,2245,2409.84
2182,14/06/2023 , 08:40:00,1950,2093.18
2183,14/06/2023 , 08:50:00,1558,1672.4
2184,14/06/2023 , 09:00:00,2968,3185.93
2185,14/06/2023 , 09:10:00,2931,3146.21
2186,14/06/2023 , 09:20:00,3006,3226.72
2187,14/06/2023 , 09:30:00,2259,2424.87
2188,14/06/2023 , 09:40:00,2994,3213.84
2189,14/06/2023 , 09:50:00,3373,3620.67
2190,14/06/2023 , 10:00:00,3177,3410.28
2191,14/06/2023 , 10:10:00,5025,5393.97
2192,14/06/2023 , 10:20:00,3467,3721.57
2193,14/06/2023 , 10:30:00,2582,2771.59
2194,14/06/2023 , 10:40:00,2618,2810.23
2195,14/06/2023 , 10:50:00,3585,3848.23
2196,14/06/2023 , 11:00:00,3230,3467.17
2197,14/06/2023 , 11:10:00,2878,3089.32
2198,14/06/2023 , 11:20:00,2321,2491.42
2199,14/06/2023 , 11:30:00,4726,5073.01
2200,14/06/2023 , 11:40:00,5905,6338.58
2201,14/06/2023 , 11:50:00,5706,6124.97
2202,14/06/2023 , 12:00:00,5079,5451.93
2203,14/06/2023 , 12:10:00,5743,6164.69
2204,14/06/2023 , 12:20:00,5391,5786.84
2205,14/06/2023 , 12:30:00,4387,4709.12
2206,14/06/2023 , 12:40:00,6798,7297.15
2207,14/06/2023 , 12:50:00,5071,5443.35
2208,14/06/2023 , 13:00:00,7017,7532.23
2209,14/06/2023 , 13:10:00,4588,4924.88
2210,14/06/2023 , 13:20:00,5502,5905.99
2211,14/06/2023 , 13:30:00,4349,4668.33
2212,14/06/2023 , 13:40:00,3098,3325.48
2213,14/06/2023 , 13:50:00,1877,2014.82
2214,14/06/2023 , 14:00:00,2043,2193.01
2215,14/06/2023 , 14:10:00,3444,3696.88
2216,14/06/2023 , 14:20:00,3993,4286.19
2217,14/06/2023 , 14:30:00,5265,5651.59
2218,14/06/2023 , 14:40:00,4998,5364.99
2219,14/06/2023 , 14:50:00,6190,6644.51
2220,14/06/2023 , 15:00:00,3883,4168.12
2221,14/06/2023 , 15:10:00,6145,6596.21
2222,14/06/2023 , 15:20:00,3824,4104.78
2223,14/06/2023 , 15:30:00,6374,6842.02
2224,14/06/2023 , 15:40:00,3436,3688.29
2225,14/06/2023 , 15:50:00,2597,2787.69
2226,14/06/2023 , 16:00:00,2518,2702.89
2227,14/06/2023 , 16:10:00,2428,2606.28
2228,14/06/2023 , 16:20:00,2428,2606.28
2229,14/06/2023 , 16:30:00,2115,2270.3
2230,14/06/2023 , 16:40:00,2795,3000.23
2231,14/06/2023 , 16:50:00,3023,3244.97
2232,14/06/2023 , 17:00:00,3076,3301.86
2233,14/06/2023 , 17:10:00,3437,3689.37
2234,14/06/2023 , 17:20:00,3490,3746.26
2235,14/06/2023 , 17:30:00,2727,2927.23
2236,14/06/2023 , 17:40:00,1300,1395.45
2237,14/06/2023 , 17:50:00,1049,1126.02
2238,14/06/2023 , 18:00:00,898,963.94
2239,14/06/2023 , 18:10:00,1024,1099.19
2240,14/06/2023 , 18:20:00,1217,1306.36
2241,14/06/2023 , 18:30:00,869,932.81
2242,14/06/2023 , 18:40:00,1338,1436.24
2243,14/06/2023 , 18:50:00,1720,1846.29
2244,14/06/2023 , 19:00:00,1366,1466.3
2245,14/06/2023 , 19:10:00,668,717.05
2246,14/06/2023 , 19:20:00,411,441.18
2247,14/06/2023 , 19:30:00,244,261.92
2248,14/06/2023 , 19:40:00,178,191.07
2249,14/06/2023 , 19:50:00,158,169.6
2250,14/06/2023 , 20:00:00,174,186.78
2251,14/06/2023 , 20:10:00,116,124.52
2252,14/06/2023 , 20:20:00,71,76.21
2253,14/06/2023 , 20:30:00,29,31.13
2254,14/06/2023 , 20:40:00,7,7.51
2255,14/06/2023 , 20:50:00,1,1.07
2256,14/06/2023 , 21:00:00,0,0
2257,14/06/2023 , 21:10:00,0,0
2258,14/06/2023 , 21:20:00,0,0
2259,14/06/2023 , 21:30:00,0,0
2260,14/06/2023 , 21:40:00,0,0
2261,14/06/2023 , 21:50:00,0,0
2262,14/06/2023 , 22:00:00,0,0
2263,14/06/2023 , 22:10:00,0,0
2264,14/06/2023 , 22:20:00,0,0
2265,14/06/2023 , 22:30:00,0,0
2266,14/06/2023 , 22:40:00,0,0
2267,14/06/2023 , 22:50:00,0,0
2268,14/06/2023 , 23:00:00,0,0
2269,14/06/2023 , 23:10:00,0,0
2270,14/06/2023 , 23:20:00,0,0
2271,14/06/2023 , 23:30:00,0,0
2272,14/06/2023 , 23:40:00,0,0
2273,14/06/2023 , 23:50:00,0,0
2274,14/06/2023 , 24:00:00,0,0
2275,15/06/2023 , 00:10:00,0,0
2276,15/06/2023 , 00:20:00,0,0
2277,15/06/2023 , 00:30:00,0,0
2278,15/06/2023 , 00:40:00,0,0
2279,15/06/2023 , 00:50:00,0,0
2280,15/06/2023 , 01:00:00,0,0
2281,15/06/2023 , 01:10:00,0,0
2282,15/06/2023 , 01:20:00,0,0
2283,15/06/2023 , 01:30:00,0,0
2284,15/06/2023 , 01:40:00,0,0
2285,15/06/2023 , 01:50:00,0,0
2286,15/06/2023 , 02:00:00,0,0
2287,15/06/2023 , 02:10:00,0,0
2288,15/06/2023 , 02:20:00,0,0
2289,15/06/2023 , 02:30:00,0,0
2290,15/06/2023 , 02:40:00,0,0
2291,15/06/2023 , 02:50:00,0,0
2292,15/06/2023 , 03:00:00,0,0
2293,15/06/2023 , 03:10:00,0,0
2294,15/06/2023 , 03:20:00,0,0
2295,15/06/2023 , 03:30:00,0,0
2296,15/06/2023 , 03:40:00,0,0
2297,15/06/2023 , 03:50:00,0,0
2298,15/06/2023 , 04:00:00,0,0
2299,15/06/2023 , 04:10:00,0,0
2300,15/06/2023 , 04:20:00,0,0
2301,15/06/2023 , 04:30:00,0,0
2302,15/06/2023 , 04:40:00,0,0
2303,15/06/2023 , 04:50:00,0,0
2304,15/06/2023 , 05:00:00,0,0
2305,15/06/2023 , 05:10:00,0,0
2306,15/06/2023 , 05:20:00,0,0
2307,15/06/2023 , 05:30:00,0,0
2308,15/06/2023 , 05:40:00,0,0
2309,15/06/2023 , 05:50:00,0,0
2310,15/06/2023 , 06:00:00,0,0
2311,15/06/2023 , 06:10:00,10,10.73
2312,15/06/2023 , 06:20:00,33,35.42
2313,15/06/2023 , 06:30:00,69,74.07
2314,15/06/2023 , 06:40:00,134,143.84
2315,15/06/2023 , 06:50:00,199,213.61
2316,15/06/2023 , 07:00:00,310,332.76
2317,15/06/2023 , 07:10:00,403,432.59
2318,15/06/2023 , 07:20:00,343,368.19
2319,15/06/2023 , 07:30:00,487,522.76
2320,15/06/2023 , 07:40:00,701,752.47
2321,15/06/2023 , 07:50:00,922,989.7
2322,15/06/2023 , 08:00:00,1016,1090.6
2323,15/06/2023 , 08:10:00,967,1038
2324,15/06/2023 , 08:20:00,1082,1161.45
2325,15/06/2023 , 08:30:00,1273,1366.47
2326,15/06/2023 , 08:40:00,1359,1458.79
2327,15/06/2023 , 08:50:00,1788,1919.29
2328,15/06/2023 , 09:00:00,1552,1665.96
2329,15/06/2023 , 09:10:00,2131,2287.47
2330,15/06/2023 , 09:20:00,2808,3014.18
2331,15/06/2023 , 09:30:00,2657,2852.09
2332,15/06/2023 , 09:40:00,2500,2683.57
2333,15/06/2023 , 09:50:00,2824,3031.36
2334,15/06/2023 , 10:00:00,3341,3586.32
2335,15/06/2023 , 10:10:00,2837,3045.31
2336,15/06/2023 , 10:20:00,2316,2486.06
2337,15/06/2023 , 10:30:00,3213,3448.92
2338,15/06/2023 , 10:40:00,2638,2831.7
2339,15/06/2023 , 10:50:00,3803,4082.24
2340,15/06/2023 , 11:00:00,4056,4353.82
2341,15/06/2023 , 11:10:00,5221,5604.36
2342,15/06/2023 , 11:20:00,2792,2997.01
2343,15/06/2023 , 11:30:00,2217,2379.79
2344,15/06/2023 , 11:40:00,4982,5347.81
2345,15/06/2023 , 11:50:00,5676,6092.77
2346,15/06/2023 , 12:00:00,4487,4816.47
2347,15/06/2023 , 12:10:00,4307,4623.25
2348,15/06/2023 , 12:20:00,5061,5432.61
2349,15/06/2023 , 12:30:00,5424,5822.27
2350,15/06/2023 , 12:40:00,5470,5871.64
2351,15/06/2023 , 12:50:00,6251,6709.99
2352,15/06/2023 , 13:00:00,5540,5946.78
2353,15/06/2023 , 13:10:00,4423,4747.77
2354,15/06/2023 , 13:20:00,6903,7409.86
2355,15/06/2023 , 13:30:00,7273,7807.03
2356,15/06/2023 , 13:40:00,7487,8036.74
2357,15/06/2023 , 13:50:00,7525,8077.53
2358,15/06/2023 , 14:00:00,7321,7858.56
2359,15/06/2023 , 14:10:00,7427,7972.34
2360,15/06/2023 , 14:20:00,6455,6928.97
2361,15/06/2023 , 14:30:00,5625,6038.02
2362,15/06/2023 , 14:40:00,2260,2425.94
2363,15/06/2023 , 14:50:00,2400,2576.22
2364,15/06/2023 , 15:00:00,1066,1144.27
2365,15/06/2023 , 15:10:00,1271,1364.33
2366,15/06/2023 , 15:20:00,460,493.78
2367,15/06/2023 , 15:30:00,322,345.64
2368,15/06/2023 , 15:40:00,432,463.72
2369,15/06/2023 , 15:50:00,1232,1322.46
2370,15/06/2023 , 16:00:00,2096,2249.9
2371,15/06/2023 , 16:10:00,4623,4962.45
2372,15/06/2023 , 16:20:00,2300,2468.88
2373,15/06/2023 , 16:30:00,1009,1083.09
2374,15/06/2023 , 16:40:00,898,963.94
2375,15/06/2023 , 16:50:00,1143,1226.93
2376,15/06/2023 , 17:00:00,1086,1165.74
2377,15/06/2023 , 17:10:00,1224,1313.87
2378,15/06/2023 , 17:20:00,1393,1495.28
2379,15/06/2023 , 17:30:00,1185,1272.01
2380,15/06/2023 , 17:40:00,1508,1618.73
2381,15/06/2023 , 17:50:00,1366,1466.3
2382,15/06/2023 , 18:00:00,923,990.77
2383,15/06/2023 , 18:10:00,1390,1492.06
2384,15/06/2023 , 18:20:00,1307,1402.97
2385,15/06/2023 , 18:30:00,897,962.86
2386,15/06/2023 , 18:40:00,1021,1095.97
2387,15/06/2023 , 18:50:00,927,995.07
2388,15/06/2023 , 19:00:00,804,863.03
2389,15/06/2023 , 19:10:00,818,878.06
2390,15/06/2023 , 19:20:00,677,726.71
2391,15/06/2023 , 19:30:00,507,544.23
2392,15/06/2023 , 19:40:00,399,428.3
2393,15/06/2023 , 19:50:00,283,303.78
2394,15/06/2023 , 20:00:00,189,202.88
2395,15/06/2023 , 20:10:00,122,130.96
2396,15/06/2023 , 20:20:00,63,67.63
2397,15/06/2023 , 20:30:00,26,27.91
2398,15/06/2023 , 20:40:00,6,6.44
2399,15/06/2023 , 20:50:00,0,0
2400,15/06/2023 , 21:00:00,0,0
2401,15/06/2023 , 21:10:00,0,0
2402,15/06/2023 , 21:20:00,0,0
2403,15/06/2023 , 21:30:00,0,0
2404,15/06/2023 , 21:40:00,0,0
2405,15/06/2023 , 21:50:00,0,0
2406,15/06/2023 , 22:00:00,0,0
2407,15/06/2023 , 22:10:00,0,0
2408,15/06/2023 , 22:20:00,0,0
2409,15/06/2023 , 22:30:00,0,0
2410,15/06/2023 , 22:40:00,0,0
2411,15/06/2023 , 22:50:00,0,0
2412,15/06/2023 , 23:00:00,0,0
2413,15/06/2023 , 23:10:00,0,0
2414,15/06/2023 , 23:20:00,0,0
2415,15/06/2023 , 23:30:00,0,0
2416,15/06/2023 , 23:40:00,0,0
2417,15/06/2023 , 23:50:00,0,0
2418,15/06/2023 , 24:00:00,0,0
2419,16/06/2023 , 00:10:00,0,0
2420,16/06/2023 , 00:20:00,0,0
2421,16/06/2023 , 00:30:00,0,0
2422,16/06/2023 , 00:40:00,0,0
2423,16/06/2023 , 00:50:00,0,0
2424,16/06/2023 , 01:00:00,0,0
2425,16/06/2023 , 01:10:00,0,0
2426,16/06/2023 , 01:20:00,0,0
2427,16/06/2023 , 01:30:00,0,0
2428,16/06/2023 , 01:40:00,0,0
2429,16/06/2023 , 01:50:00,0,0
2430,16/06/2023 , 02:00:00,0,0
2431,16/06/2023 , 02:10:00,0,0
2432,16/06/2023 , 02:20:00,0,0
2433,16/06/2023 , 02:30:00,0,0
2434,16/06/2023 , 02:40:00,0,0
2435,16/06/2023 , 02:50:00,0,0
2436,16/06/2023 , 03:00:00,0,0
2437,16/06/2023 , 03:10:00,0,0
2438,16/06/2023 , 03:20:00,0,0
2439,16/06/2023 , 03:30:00,0,0
2440,16/06/2023 , 03:40:00,0,0
2441,16/06/2023 , 03:50:00,0,0
2442,16/06/2023 , 04:00:00,0,0
2443,16/06/2023 , 04:10:00,0,0
2444,16/06/2023 , 04:20:00,0,0
2445,16/06/2023 , 04:30:00,0,0
2446,16/06/2023 , 04:40:00,0,0
2447,16/06/2023 , 04:50:00,0,0
2448,16/06/2023 , 05:00:00,0,0
2449,16/06/2023 , 05:10:00,0,0
2450,16/06/2023 , 05:20:00,0,0
2451,16/06/2023 , 05:30:00,0,0
2452,16/06/2023 , 05:40:00,0,0
2453,16/06/2023 , 05:50:00,0,0
2454,16/06/2023 , 06:00:00,0,0
2455,16/06/2023 , 06:10:00,8,8.59
2456,16/06/2023 , 06:20:00,31,33.28
2457,16/06/2023 , 06:30:00,80,85.87
2458,16/06/2023 , 06:40:00,148,158.87
2459,16/06/2023 , 06:50:00,198,212.54
2460,16/06/2023 , 07:00:00,196,210.39
2461,16/06/2023 , 07:10:00,289,310.22
2462,16/06/2023 , 07:20:00,547,587.16
2463,16/06/2023 , 07:30:00,850,912.41
2464,16/06/2023 , 07:40:00,918,985.41
2465,16/06/2023 , 07:50:00,921,988.63
2466,16/06/2023 , 08:00:00,970,1041.22
2467,16/06/2023 , 08:10:00,1054,1131.39
2468,16/06/2023 , 08:20:00,1402,1504.94
2469,16/06/2023 , 08:30:00,1381,1482.4
2470,16/06/2023 , 08:40:00,1805,1937.53
2471,16/06/2023 , 08:50:00,1990,2136.12
2472,16/06/2023 , 09:00:00,2199,2360.47
2473,16/06/2023 , 09:10:00,2422,2599.84
2474,16/06/2023 , 09:20:00,2645,2839.21
2475,16/06/2023 , 09:30:00,2854,3063.56
2476,16/06/2023 , 09:40:00,3108,3336.21
2477,16/06/2023 , 09:50:00,3357,3603.49
2478,16/06/2023 , 10:00:00,3578,3840.72
2479,16/06/2023 , 10:10:00,3725,3998.51
2480,16/06/2023 , 10:20:00,4134,4437.55
2481,16/06/2023 , 10:30:00,4287,4601.78
2482,16/06/2023 , 10:40:00,4632,4972.11
2483,16/06/2023 , 10:50:00,4554,4888.38
2484,16/06/2023 , 11:00:00,5037,5406.85
2485,16/06/2023 , 11:10:00,5307,5696.67
2486,16/06/2023 , 11:20:00,5524,5929.61
2487,16/06/2023 , 11:30:00,5662,6077.74
2488,16/06/2023 , 11:40:00,5690,6107.8
2489,16/06/2023 , 11:50:00,6098,6545.76
2490,16/06/2023 , 12:00:00,6282,6743.27
2491,16/06/2023 , 12:10:00,6233,6690.67
2492,16/06/2023 , 12:20:00,5913,6347.17
2493,16/06/2023 , 12:30:00,6247,6705.7
2494,16/06/2023 , 12:40:00,6110,6558.64
2495,16/06/2023 , 12:50:00,6952,7462.46
2496,16/06/2023 , 13:00:00,6838,7340.09
2497,16/06/2023 , 13:10:00,7041,7558
2498,16/06/2023 , 13:20:00,7107,7628.84
2499,16/06/2023 , 13:30:00,7208,7737.26
2500,16/06/2023 , 13:40:00,6863,7366.93
2501,16/06/2023 , 13:50:00,7017,7532.23
2502,16/06/2023 , 14:00:00,6602,7086.76
2503,16/06/2023 , 14:10:00,6912,7419.52
2504,16/06/2023 , 14:20:00,6874,7378.73
2505,16/06/2023 , 14:30:00,6814,7314.33
2506,16/06/2023 , 14:40:00,6705,7197.33
2507,16/06/2023 , 14:50:00,6587,7070.66
2508,16/06/2023 , 15:00:00,6391,6860.27
2509,16/06/2023 , 15:10:00,6163,6615.53
2510,16/06/2023 , 15:20:00,6101,6548.98
2511,16/06/2023 , 15:30:00,5773,6196.89
2512,16/06/2023 , 15:40:00,5329,5720.29
2513,16/06/2023 , 15:50:00,5317,5707.41
2514,16/06/2023 , 16:00:00,5092,5465.89
2515,16/06/2023 , 16:10:00,4861,5217.93
2516,16/06/2023 , 16:20:00,4509,4840.08
2517,16/06/2023 , 16:30:00,4047,4344.16
2518,16/06/2023 , 16:40:00,4081,4380.65
2519,16/06/2023 , 16:50:00,3784,4061.85
2520,16/06/2023 , 17:00:00,3269,3509.03
2521,16/06/2023 , 17:10:00,2881,3092.54
2522,16/06/2023 , 17:20:00,2761,2963.73
2523,16/06/2023 , 17:30:00,2732,2932.6
2524,16/06/2023 , 17:40:00,2511,2695.37
2525,16/06/2023 , 17:50:00,2029,2177.98
2526,16/06/2023 , 18:00:00,1573,1688.5
2527,16/06/2023 , 18:10:00,1212,1300.99
2528,16/06/2023 , 18:20:00,1148,1232.29
2529,16/06/2023 , 18:30:00,1040,1116.36
2530,16/06/2023 , 18:40:00,842,903.83
2531,16/06/2023 , 18:50:00,785,842.64
2532,16/06/2023 , 19:00:00,929,997.21
2533,16/06/2023 , 19:10:00,833,894.16
2534,16/06/2023 , 19:20:00,602,646.2
2535,16/06/2023 , 19:30:00,451,484.12
2536,16/06/2023 , 19:40:00,379,406.83
2537,16/06/2023 , 19:50:00,239,256.55
2538,16/06/2023 , 20:00:00,147,157.79
2539,16/06/2023 , 20:10:00,83,89.09
2540,16/06/2023 , 20:20:00,45,48.3
2541,16/06/2023 , 20:30:00,21,22.54
2542,16/06/2023 , 20:40:00,6,6.44
2543,16/06/2023 , 20:50:00,0,0
2544,16/06/2023 , 21:00:00,0,0
2545,16/06/2023 , 21:10:00,0,0
2546,16/06/2023 , 21:20:00,0,0
2547,16/06/2023 , 21:30:00,0,0
2548,16/06/2023 , 21:40:00,0,0
2549,16/06/2023 , 21:50:00,0,0
2550,16/06/2023 , 22:00:00,0,0
2551,16/06/2023 , 22:10:00,0,0
2552,16/06/2023 , 22:20:00,0,0
2553,16/06/2023 , 22:30:00,0,0
2554,16/06/2023 , 22:40:00,0,0
2555,16/06/2023 , 22:50:00,0,0
2556,16/06/2023 , 23:00:00,0,0
2557,16/06/2023 , 23:10:00,0,0
2558,16/06/2023 , 23:20:00,0,0
2559,16/06/2023 , 23:30:00,0,0
2560,16/06/2023 , 23:40:00,0,0
2561,16/06/2023 , 23:50:00,0,0
2562,16/06/2023 , 24:00:00,0,0
2563,17/06/2023 , 00:10:00,0,0
2564,17/06/2023 , 00:20:00,0,0
2565,17/06/2023 , 00:30:00,0,0
2566,17/06/2023 , 00:40:00,0,0
2567,17/06/2023 , 00:50:00,0,0
2568,17/06/2023 , 01:00:00,0,0
2569,17/06/2023 , 01:10:00,0,0
2570,17/06/2023 , 01:20:00,0,0
2571,17/06/2023 , 01:30:00,0,0
2572,17/06/2023 , 01:40:00,0,0
2573,17/06/2023 , 01:50:00,0,0
2574,17/06/2023 , 02:00:00,0,0
2575,17/06/2023 , 02:10:00,0,0
2576,17/06/2023 , 02:20:00,0,0
2577,17/06/2023 , 02:30:00,0,0
2578,17/06/2023 , 02:40:00,0,0
2579,17/06/2023 , 02:50:00,0,0
2580,17/06/2023 , 03:00:00,0,0
2581,17/06/2023 , 03:10:00,0,0
2582,17/06/2023 , 03:20:00,0,0
2583,17/06/2023 , 03:30:00,0,0
2584,17/06/2023 , 03:40:00,0,0
2585,17/06/2023 , 03:50:00,0,0
2586,17/06/2023 , 04:00:00,0,0
2587,17/06/2023 , 04:10:00,0,0
2588,17/06/2023 , 04:20:00,0,0
2589,17/06/2023 , 04:30:00,0,0
2590,17/06/2023 , 04:40:00,0,0
2591,17/06/2023 , 04:50:00,0,0
2592,17/06/2023 , 05:00:00,0,0
2593,17/06/2023 , 05:10:00,0,0
2594,17/06/2023 , 05:20:00,0,0
2595,17/06/2023 , 05:30:00,0,0
2596,17/06/2023 , 05:40:00,0,0
2597,17/06/2023 , 05:50:00,0,0
2598,17/06/2023 , 06:00:00,0,0
2599,17/06/2023 , 06:10:00,7,7.51
2600,17/06/2023 , 06:20:00,24,25.76
2601,17/06/2023 , 06:30:00,62,66.55
2602,17/06/2023 , 06:40:00,116,124.52
2603,17/06/2023 , 06:50:00,170,182.48
2604,17/06/2023 , 07:00:00,218,234.01
2605,17/06/2023 , 07:10:00,288,309.15
2606,17/06/2023 , 07:20:00,395,424
2607,17/06/2023 , 07:30:00,555,595.75
2608,17/06/2023 , 07:40:00,727,780.38
2609,17/06/2023 , 07:50:00,797,855.52
2610,17/06/2023 , 08:00:00,675,724.56
2611,17/06/2023 , 08:10:00,908,974.67
2612,17/06/2023 , 08:20:00,761,816.88
2613,17/06/2023 , 08:30:00,1099,1179.7
2614,17/06/2023 , 08:40:00,1271,1364.33
2615,17/06/2023 , 08:50:00,1274,1367.55
2616,17/06/2023 , 09:00:00,1267,1360.03
2617,17/06/2023 , 09:10:00,2076,2228.43
2618,17/06/2023 , 09:20:00,1609,1727.14
2619,17/06/2023 , 09:30:00,1334,1431.95
2620,17/06/2023 , 09:40:00,2180,2340.07
2621,17/06/2023 , 09:50:00,3687,3957.72
2622,17/06/2023 , 10:00:00,3431,3682.93
2623,17/06/2023 , 10:10:00,1759,1888.16
2624,17/06/2023 , 10:20:00,1949,2092.11
2625,17/06/2023 , 10:30:00,2105,2259.56
2626,17/06/2023 , 10:40:00,2077,2229.51
2627,17/06/2023 , 10:50:00,1701,1825.9
2628,17/06/2023 , 11:00:00,1242,1333.2
2629,17/06/2023 , 11:10:00,666,714.9
2630,17/06/2023 , 11:20:00,339,363.89
2631,17/06/2023 , 11:30:00,268,287.68
2632,17/06/2023 , 11:40:00,277,297.34
2633,17/06/2023 , 11:50:00,264,283.38
2634,17/06/2023 , 12:00:00,328,352.08
2635,17/06/2023 , 12:10:00,417,447.62
2636,17/06/2023 , 12:20:00,755,810.44
2637,17/06/2023 , 12:30:00,1198,1285.97
2638,17/06/2023 , 12:40:00,617,662.3
2639,17/06/2023 , 12:50:00,264,283.38
2640,17/06/2023 , 13:00:00,266,285.53
2641,17/06/2023 , 13:10:00,219,235.08
2642,17/06/2023 , 13:20:00,187,200.73
2643,17/06/2023 , 13:30:00,176,188.92
2644,17/06/2023 , 13:40:00,175,187.85
2645,17/06/2023 , 13:50:00,222,238.3
2646,17/06/2023 , 14:00:00,406,435.81
2647,17/06/2023 , 14:10:00,913,980.04
2648,17/06/2023 , 14:20:00,1083,1162.52
2649,17/06/2023 , 14:30:00,779,836.2
2650,17/06/2023 , 14:40:00,760,815.8
2651,17/06/2023 , 14:50:00,302,324.17
2652,17/06/2023 , 15:00:00,688,738.52
2653,17/06/2023 , 15:10:00,1686,1809.8
2654,17/06/2023 , 15:20:00,3642,3909.42
2655,17/06/2023 , 15:30:00,3074,3299.71
2656,17/06/2023 , 15:40:00,2344,2516.11
2657,17/06/2023 , 15:50:00,1356,1455.57
2658,17/06/2023 , 16:00:00,1544,1657.37
2659,17/06/2023 , 16:10:00,2321,2491.42
2660,17/06/2023 , 16:20:00,2061,2212.33
2661,17/06/2023 , 16:30:00,3132,3361.97
2662,17/06/2023 , 16:40:00,1623,1742.17
2663,17/06/2023 , 16:50:00,3013,3234.23
2664,17/06/2023 , 17:00:00,2951,3167.68
2665,17/06/2023 , 17:10:00,2846,3054.97
2666,17/06/2023 , 17:20:00,2064,2215.55
2667,17/06/2023 , 17:30:00,1308,1404.04
2668,17/06/2023 , 17:40:00,1245,1336.42
2669,17/06/2023 , 17:50:00,2283,2450.63
2670,17/06/2023 , 18:00:00,1715,1840.93
2671,17/06/2023 , 18:10:00,1789,1920.36
2672,17/06/2023 , 18:20:00,1743,1870.98
2673,17/06/2023 , 18:30:00,1598,1715.34
2674,17/06/2023 , 18:40:00,1262,1354.66
2675,17/06/2023 , 18:50:00,1320,1416.92
2676,17/06/2023 , 19:00:00,997,1070.21
2677,17/06/2023 , 19:10:00,776,832.98
2678,17/06/2023 , 19:20:00,763,819.02
2679,17/06/2023 , 19:30:00,568,609.71
2680,17/06/2023 , 19:40:00,436,468.01
2681,17/06/2023 , 19:50:00,346,371.41
2682,17/06/2023 , 20:00:00,231,247.96
2683,17/06/2023 , 20:10:00,147,157.79
2684,17/06/2023 , 20:20:00,70,75.14
2685,17/06/2023 , 20:30:00,22,23.62
2686,17/06/2023 , 20:40:00,4,4.29
2687,17/06/2023 , 20:50:00,0,0
2688,17/06/2023 , 21:00:00,0,0
2689,17/06/2023 , 21:10:00,0,0
2690,17/06/2023 , 21:20:00,0,0
2691,17/06/2023 , 21:30:00,0,0
2692,17/06/2023 , 21:40:00,0,0
2693,17/06/2023 , 21:50:00,0,0
2694,17/06/2023 , 22:00:00,0,0
2695,17/06/2023 , 22:10:00,0,0
2696,17/06/2023 , 22:20:00,0,0
2697,17/06/2023 , 22:30:00,0,0
2698,17/06/2023 , 22:40:00,0,0
2699,17/06/2023 , 22:50:00,0,0
2700,17/06/2023 , 23:00:00,0,0
2701,17/06/2023 , 23:10:00,0,0
2702,17/06/2023 , 23:20:00,0,0
2703,17/06/2023 , 23:30:00,0,0
2704,17/06/2023 , 23:40:00,0,0
2705,17/06/2023 , 23:50:00,0,0
2706,17/06/2023 , 24:00:00,0,0
2707,18/06/2023 , 00:10:00,0,0
2708,18/06/2023 , 00:20:00,0,0
2709,18/06/2023 , 00:30:00,0,0
2710,18/06/2023 , 00:40:00,0,0
2711,18/06/2023 , 00:50:00,0,0
2712,18/06/2023 , 01:00:00,0,0
2713,18/06/2023 , 01:10:00,0,0
2714,18/06/2023 , 01:20:00,0,0
2715,18/06/2023 , 01:30:00,0,0
2716,18/06/2023 , 01:40:00,0,0
2717,18/06/2023 , 01:50:00,0,0
2718,18/06/2023 , 02:00:00,0,0
2719,18/06/2023 , 02:10:00,0,0
2720,18/06/2023 , 02:20:00,0,0
2721,18/06/2023 , 02:30:00,0,0
2722,18/06/2023 , 02:40:00,0,0
2723,18/06/2023 , 02:50:00,0,0
2724,18/06/2023 , 03:00:00,0,0
2725,18/06/2023 , 03:10:00,0,0
2726,18/06/2023 , 03:20:00,0,0
2727,18/06/2023 , 03:30:00,0,0
2728,18/06/2023 , 03:40:00,0,0
2729,18/06/2023 , 03:50:00,0,0
2730,18/06/2023 , 04:00:00,0,0
2731,18/06/2023 , 04:10:00,0,0
2732,18/06/2023 , 04:20:00,0,0
